1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1
1,1,1,3,2,2,1,1,1,1,1,1,1,3,3,4,4,1,1,1
1,1,1,4,3,3,2,2,2,2,2,3,3,3,3,4,1,1,1,1
1,1,1,1,4,4,4,3,3,3,3,3,3,4,3,1,1,1,1,1
1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10
