1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,8,8,7,6,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1
1,1,1,1,1,1,1,8,1,6,5,6,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,2,6,8,8,8,8,4,6,3,1,1,1,1,1
1,1,1,1,4,7,8,8,8,9,9,9,9,8,8,7,1,1,1,1
1,1,1,1,7,6,7,7,8,8,9,8,9,9,8,8,1,1,1,1
1,1,1,4,7,6,4,5,7,8,9,8,8,9,9,9,6,1,1,1
1,1,1,6,8,5,1,2,7,9,9,8,9,9,9,8,7,1,1,1
1,1,1,6,8,6,7,5,8,9,8,8,8,8,8,8,8,1,1,1
1,1,1,6,7,6,6,6,7,8,8,8,8,8,8,8,8,1,1,1
1,1,1,5,7,7,7,7,8,8,8,8,8,8,8,8,6,1,1,1
1,1,1,1,7,8,7,8,8,8,9,8,8,8,8,8,1,1,1,1
1,1,1,1,7,7,8,8,8,8,8,9,9,9,9,8,1,1,1,1
1,1,1,1,1,8,8,8,8,9,9,9,9,9,8,1,1,1,1,1
1,1,1,1,1,1,8,8,9,9,9,9,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,8,8,9,10,10,9,2,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
